ensid	gene	unt_1	unt_2	unt_3	unt_4	vitc_1	vitc_2	vitc_3	vitc_4	exp1	exp2	exp3	exp4
ENSMUSG00000001225	SLC26A3	0.067	0.044	0.0296559	0.0481436	0.783	0.1	0.0803778	0.0828821	up	n.s	n.s	n.s
ENSMUSG00000001227	SEMA6B	21.222	24.511	21.7229	18.876	24.989	23.039	19.9501	16.3361	n.s	n.s	n.s	n.s
ENSMUSG00000001228	UHRF1	55.901	28.556	62.4405	57.3465	91.735	34.058	60.2916	56.8668	n.s	n.s	n.s	n.s
ENSMUSG00000001229	DPP9	61.379	46.989	70.6845	59.9825	86.128	58.469	82.4563	68.3679	n.s	n.s	n.s	n.s
ENSMUSG00000001240	RAMP2	25.838	20.851	26.0362	13.9428	21.035	23.387	26.5394	14.4218	n.s	n.s	n.s	n.s
ENSMUSG00000001247	LSR	0.242	0.33	0.178551	0.162221	0.144	0.302	0.409373	0.248296	n.s	n.s	n.s	n.s
ENSMUSG00000001248	GRAMD1A	106.467	171.959	34.6205	23.0429	85.195	145.06	34.0553	25.4746	n.s	n.s	n.s	n.s
ENSMUSG00000001249	HPN	0.118	0.328	0.306319	0.195704	0.569	0.461	0.585459	0.478671	n.s	n.s	n.s	n.s
ENSMUSG00000001260	GABRG1	0	0	0	0	0	0	0	0.0183284	n.s	n.s	n.s	n.s
ENSMUSG00000001270	CKB	0.604	0.047	5.69361	2.74521	0.102	0.347	3.96576	1.42113	n.s	up	n.s	n.s
ENSMUSG00000001280	SP1	21.698	16.069	29.2713	44.4159	20.212	16.94	27.0799	44.256	n.s	n.s	n.s	n.s
ENSMUSG00000001281	ITGB7	374.391	253.982	70.0187	56.966	363.933	309.95	43.8257	35.069	n.s	n.s	dn	dn
ENSMUSG00000001285	MYG1	19.13	18.291	15.7671	12.6891	14.898	19.527	16.0436	12.6619	n.s	n.s	n.s	n.s
ENSMUSG00000001288	RARG	9.495	9.967	9.80606	7.06584	8.069	9.28	8.34039	6.03886	n.s	n.s	n.s	n.s
ENSMUSG00000001289	PFDN5	84.501	171.742	46.1352	27.9067	58.234	155.904	48.3725	28.5942	n.s	n.s	n.s	n.s
ENSMUSG00000001300	EFNB2	0.073	0.061	0.0686162	0.0748339	0.11	0.063	0.105493	0.0918805	n.s	n.s	n.s	n.s
ENSMUSG00000001305	RRP15	21.511	15.12	22.3203	14.7425	17.254	18.203	20.1332	13.7881	n.s	n.s	n.s	n.s
ENSMUSG00000001313	RND2	4.663	5.445	3.69602	4.02538	5.29	6.211	4.46619	5.039	n.s	n.s	n.s	n.s
ENSMUSG00000001323	SRR	2.051	2.917	1.83998	1.86099	2.621	2.793	2.29128	2.33973	n.s	n.s	n.s	n.s
ENSMUSG00000001333	SYNC	0	0	0	0	0	0	0.0106302	0.0152769	n.s	n.s	n.s	n.s
ENSMUSG00000001334	FNDC5	0.01	0.025	0.0191408	0	0.068	0.022	0.0388323	0.0158243	n.s	n.s	n.s	n.s
ENSMUSG00000001348	ACP5	0	0.022	0.756138	0.818264	0.007	0.056	4.11246	3.0085	n.s	n.s	up	up
ENSMUSG00000001349	CNN1	0	0.016	0	0	0.009	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001366	FBXO9	49.887	80.834	32.7429	32.6869	41.16	57.244	27.435	28.0726	n.s	n.s	n.s	n.s
ENSMUSG00000001376	CCDC132	6.79	5.906	5.83601	8.0517	8.217	6.189	6.03628	8.45442	n.s	n.s	n.s	n.s
ENSMUSG00000001379	APBB3	12.997	21.854	7.60813	9.12872	11.215	17.815	6.456	7.64249	n.s	n.s	n.s	n.s
ENSMUSG00000001380	HARS	55.173	35.135	64.3446	32.7368	63.347	45.011	73.3397	37.6609	n.s	n.s	n.s	n.s
ENSMUSG00000001383	ZMAT2	39.384	27.436	44.0986	22.8699	37.562	33.92	46.907	25.9131	n.s	n.s	n.s	n.s
ENSMUSG00000001403	UBE2C	41.648	25.673	50.7663	11.9129	39.913	35.45	53.0409	12.3429	n.s	n.s	n.s	n.s
ENSMUSG00000001415	SMG5	60.307	48.098	48.0598	45.4578	48.118	48.355	54.2906	48.3054	n.s	n.s	n.s	n.s
ENSMUSG00000001416	CCT3	108.676	88.277	118.723	73.7637	90.009	99.926	106.395	63.1297	n.s	n.s	n.s	n.s
ENSMUSG00000001417	RHBG	0.416	0.966	0.285341	0.181206	0.235	0.783	0.227384	0.192525	n.s	n.s	n.s	n.s
ENSMUSG00000001418	0610031J06RIK	31.437	32.005	27.6737	23.639	33.662	36.159	30.2849	25.2761	n.s	n.s	n.s	n.s
ENSMUSG00000001419	MEF2D	29.748	31.89	39.0467	25.3766	27.23	28.697	33.9706	23.0654	n.s	n.s	n.s	n.s
ENSMUSG00000001420	TMEM79	0.719	0.429	0.633668	0.632845	0.377	0.543	0.722815	0.675462	n.s	n.s	n.s	n.s
ENSMUSG00000001424	SND1	138.429	54.052	72.6188	83.842	124.28	56.206	64.65	70.9249	n.s	n.s	n.s	n.s
ENSMUSG00000001435	COL18A1	0.178	0.005	1.72121	1.52048	0.606	0.026	1.77399	1.52538	n.s	n.s	n.s	n.s
ENSMUSG00000001436	SLC19A1	14.409	11.77	19.9028	16.4109	14.634	15.621	20.9531	18.4586	n.s	n.s	n.s	n.s
ENSMUSG00000001440	KPNB1	105.602	65.671	161.915	168.572	102.831	77.028	154.37	153.421	n.s	n.s	n.s	n.s
ENSMUSG00000001441	NPEPPS	28.512	31	34.2373	38.9369	31.944	34.837	38.9322	44.1993	n.s	n.s	n.s	n.s
ENSMUSG00000001444	TBX21	0	0	0.0189789	0	0.009	0	0.0122281	0	n.s	n.s	n.s	n.s
ENSMUSG00000001467	CYP51	44.749	39.735	47.2433	36.1089	63.439	47.139	50.7272	39.4627	n.s	n.s	n.s	n.s
ENSMUSG00000001472	TCF25	133.458	148.634	92.2587	85.66	130.235	140.756	92.5912	87.2514	n.s	n.s	n.s	n.s
ENSMUSG00000001473	TUBB6	43.058	32.298	41.988	24.9211	44.728	36.746	36.6323	21.6281	n.s	n.s	n.s	n.s
ENSMUSG00000001482	DEF8	53.862	52.658	44.607	43.6143	45.739	46.668	46.4497	43.4025	n.s	n.s	n.s	n.s
ENSMUSG00000001493	MEOX1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001494	SOST	0	0	0	0	0.005	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001496	NKX2-1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001497	PAX9	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001504	IRX2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001506	COL1A1	0.027	0.094	0.0338636	0.0225502	0.006	0.112	0.101303	0.0536066	n.s	n.s	n.s	n.s
ENSMUSG00000001507	ITGA3	0	0.025	0.0165393	0.0261705	0.002	0.011	0.00532811	0.00765717	n.s	n.s	n.s	n.s
ENSMUSG00000001508	SGCA	0.012	0	0	0	0	0.017	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001510	DLX3	0	0	0.0268598	0.0163466	0	0	0.0115372	0	n.s	n.s	n.s	n.s
ENSMUSG00000001517	FOXM1	34.283	20.053	27.0456	20.1572	40.701	23.227	29.0379	22.0592	n.s	n.s	n.s	n.s
ENSMUSG00000001518	ITFG2	10.695	7.982	5.29094	4.85863	8.742	7.586	5.73311	5.305	n.s	n.s	n.s	n.s
ENSMUSG00000001520	NRIP2	0	0	0.000393278	0	0	0	0.00822104	0	n.s	n.s	n.s	n.s
ENSMUSG00000001521	TULP3	22.986	10.23	5.45293	5.61731	33.583	12.114	4.27451	4.91186	n.s	n.s	n.s	n.s
ENSMUSG00000001524	GTF2H4	14.438	9.276	12.3217	10.7436	18.309	11.937	13.3536	10.8724	n.s	n.s	n.s	n.s
ENSMUSG00000001525	TUBB5	409.916	226.945	555.108	619.263	473.936	294.203	532.579	601.071	n.s	n.s	n.s	n.s
ENSMUSG00000001542	ELL2	23.492	25.183	19.4892	21.4362	27.433	25.748	20.6934	24.833	n.s	n.s	n.s	n.s
ENSMUSG00000001552	JUP	0.076	0.151	2.54631	2.19401	0.157	0.314	2.94264	2.48521	n.s	n.s	n.s	n.s
ENSMUSG00000001555	FKBP10	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001558	KLHL10	0.079	0.016	0.0437016	0.0398944	0.038	0.035	0.0281569	0.040465	n.s	n.s	n.s	n.s
ENSMUSG00000001566	MNX1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001569	NOM1	16.88	11.569	19.2978	16.0712	15.312	13.185	19.3552	15.7426	n.s	n.s	n.s	n.s
ENSMUSG00000001576	ERGIC1	48.569	38.236	42.4214	29.3172	65.391	38.821	38.5833	27.8479	n.s	n.s	n.s	n.s
ENSMUSG00000001583	TNK1	0	0	0.00151299	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001588	ACAP1	66.411	131.374	31.3843	26.9387	63.627	85.934	28.5063	23.7511	n.s	n.s	n.s	n.s
ENSMUSG00000001604	TCEA3	0	0	0.0151777	0	0	0	0.0957616	0.0518423	n.s	n.s	n.s	n.s
ENSMUSG00000001622	CSN3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001627	IFRD1	9.432	12.955	11.2384	15.2269	16.838	12.598	12.5306	16.4575	n.s	n.s	n.s	n.s
ENSMUSG00000001630	STK38L	1.909	0.944	1.57505	1.74574	1.457	1.052	1.53007	1.71854	n.s	n.s	n.s	n.s
ENSMUSG00000001632	BRPF1	37.253	22.603	19.5604	20.4404	27.886	21.761	21.8716	22.7068	n.s	n.s	n.s	n.s
ENSMUSG00000001642	AKR1B3	15.266	9.276	8.94859	7.35566	14.762	12.005	8.38228	6.26603	n.s	n.s	n.s	n.s
ENSMUSG00000001655	HOXC13	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001656	HOXC11	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001657	HOXC8	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001661	HOXC6	1.132	5.869	0.452442	0.39373	0.09	3.759	0.35871	0.246048	dn	n.s	n.s	n.s
ENSMUSG00000001663	GSTT1	0.986	1.783	1.70347	1.26008	0.694	0.882	0.893856	0.507615	n.s	n.s	n.s	n.s
ENSMUSG00000001665	GSTT3	7.162	6.174	5.13334	4.52927	9.779	6.68	4.43378	4.23976	n.s	n.s	n.s	n.s
ENSMUSG00000001666	DDT	36.359	63.678	22.1934	8.15313	39.905	63.702	20.615	9.78486	n.s	n.s	n.s	n.s
ENSMUSG00000001670	TAT	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001672	MARVELD3	0	0.001	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001674	DDX18	27.59	18.037	35.915	27.9095	24.883	21.226	35.1183	24.0014	n.s	n.s	n.s	n.s
ENSMUSG00000001687	UBL3	35.84	61.745	36.1416	40.5709	44.381	61.841	42.5214	45.4506	n.s	n.s	n.s	n.s
ENSMUSG00000001700	GRAMD3	0.081	0.097	6.64597	7.64522	0	0.012	5.32643	5.39372	n.s	n.s	n.s	n.s
ENSMUSG00000001707	EEF1E1	37.509	76.513	48.4817	39.1971	38.191	68.092	40.6181	35.4988	n.s	n.s	n.s	n.s
ENSMUSG00000001729	AKT1	102.678	73.804	121.567	90.5651	97.108	85.633	127.738	90.987	n.s	n.s	n.s	n.s
ENSMUSG00000001739	CLDN15	9.95	13.705	8.85827	8.31189	5.827	29.338	19.4324	17.2776	n.s	up	up	up
ENSMUSG00000001741	IL16	16.431	13.095	10.6616	10.4703	12.725	15.805	9.49801	9.60697	n.s	n.s	n.s	n.s
ENSMUSG00000001750	TCIRG1	38.958	68.742	46.1476	40.4045	62.343	87.579	66.5434	57.1176	n.s	n.s	up	up
ENSMUSG00000001751	NAGLU	63.172	42.548	28.6941	24.5036	58.055	47.389	28.1619	23.8984	n.s	n.s	n.s	n.s
ENSMUSG00000001755	COASY	19.241	19.07	14.7586	11.8868	16.237	21.068	17.6381	12.9786	n.s	n.s	n.s	n.s
ENSMUSG00000001761	SMO	0	0	2.78698	2.75844	0	0	1.2836	1.16223	n.s	n.s	dn	dn
ENSMUSG00000001763	TSPAN33	0	0	0.0409024	0.0331903	0	0.006	0.229333	0.120465	n.s	n.s	up	n.s
ENSMUSG00000001767	CRNKL1	13.966	11.542	18.9727	15.7227	15.49	13.95	20.8449	15.6178	n.s	n.s	n.s	n.s
ENSMUSG00000001768	RIN2	0.015	0.105	2.97092	3.0778	0	0.226	3.47324	3.74047	n.s	n.s	n.s	n.s
ENSMUSG00000001773	FOLH1	0	0	0	0	0	0.006	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001774	CHORDC1	38.007	53.121	67.0734	49.8678	42.271	56.642	60.6378	46.7982	n.s	n.s	n.s	n.s
ENSMUSG00000001783	D10WSU52E	114.188	74.03	92.2207	54.8839	80.594	82.41	85.5008	50.3161	n.s	n.s	n.s	n.s
ENSMUSG00000001785	PWP1	27.499	21.279	37.3268	39.2278	27.438	25.817	39.2112	39.3599	n.s	n.s	n.s	n.s
ENSMUSG00000001786	FBXO7	16.244	17.668	9.68921	12.0263	12.669	17.445	9.56269	11.8413	n.s	n.s	n.s	n.s
ENSMUSG00000001794	CAPNS1	177.534	108.996	171.075	98.3486	169.547	131.519	186.597	106.345	n.s	n.s	n.s	n.s
ENSMUSG00000001802	LRP3	0	0	0.00516513	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001804	DSG4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001815	EVX2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001819	HOXD13	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001823	HOXD12	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001827	FOLR1	0	0.042	0.142803	0.140496	0.028	0.092	0.185428	0.0571038	n.s	n.s	n.s	n.s
ENSMUSG00000001829	CLPB	8.209	4.568	8.65041	6.84854	9.331	5.204	8.07967	6.35025	n.s	n.s	n.s	n.s
ENSMUSG00000001833	SEPT7	74.962	135.107	87.9254	83.4493	84.571	114.39	80.3672	76.2646	n.s	n.s	n.s	n.s
ENSMUSG00000001844	ZDHHC4	14.193	12.843	14.2103	12.6733	12.446	13.613	14.2865	13.4001	n.s	n.s	n.s	n.s
ENSMUSG00000001847	RAC1	113.16	119.268	213.872	158.637	129.731	142.403	209.18	160.745	n.s	n.s	n.s	n.s
ENSMUSG00000001855	NUP214	21.272	11.786	29.7076	28.861	21.107	14.55	29.0713	30.382	n.s	n.s	n.s	n.s
ENSMUSG00000001864	AIF1L	0.014	0.009	0.318661	0.321099	0.011	0.008	0.0932956	0.0782555	n.s	n.s	n.s	n.s
ENSMUSG00000001865	CPA3	1862.69	1621.18	603.237	658.214	2487.99	1249.57	696.984	750.574	n.s	n.s	n.s	n.s
ENSMUSG00000001870	LTBP1	0.101	0.005	0.0233394	0.0368265	0.047	0.026	0.00290301	0.00417199	n.s	n.s	n.s	n.s
ENSMUSG00000001891	UGP2	32.593	71.115	36.183	37.4194	41.809	62.674	42.849	42.5766	n.s	n.s	n.s	n.s
ENSMUSG00000001901	KCNH6	0	0.003	0.00332626	0.0142512	0	0	0.00211453	0.0123197	n.s	n.s	n.s	n.s
ENSMUSG00000001909	TRMT1	31.811	35.042	17.3499	19.1047	27.241	31.213	16.9239	18.5235	n.s	n.s	n.s	n.s
ENSMUSG00000001910	NACC1	106.041	74.946	102.164	71.846	94.658	74.472	93.2138	69.2496	n.s	n.s	n.s	n.s
ENSMUSG00000001911	NFIX	4.913	4.156	12.8689	11.3265	3.745	4.146	11.4824	9.93525	n.s	n.s	n.s	n.s
ENSMUSG00000001918	SLC1A5	91.712	131.692	60.525	55.1593	94.001	120.165	65.3675	59.2209	n.s	n.s	n.s	n.s
ENSMUSG00000001924	UBA1	148.639	78.542	175.521	166.132	131.871	95.082	166.04	158.933	n.s	n.s	n.s	n.s
ENSMUSG00000001930	VWF	0.311	0.018	1.71586	2.39481	0.885	0.031	1.71832	2.23163	n.s	n.s	n.s	n.s
ENSMUSG00000001942	SIAE	24.177	16.111	13.8966	14.7505	20.334	13.017	12.2191	13.2999	n.s	n.s	n.s	n.s
ENSMUSG00000001943	VSIG2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001946	ESAM	0.009	0.018	0.046171	0.068761	0.002	0.026	0.0650138	0.105023	n.s	n.s	n.s	n.s
ENSMUSG00000001948	SPA17	1.669	1.858	0.904871	0.170171	1.416	1.331	0.797458	0.253831	n.s	n.s	n.s	n.s
ENSMUSG00000001962	FAM50A	21.694	19.709	19.5798	8.45413	27.543	22.792	22.9485	10.6117	n.s	n.s	n.s	n.s
ENSMUSG00000001964	EMD	31.028	39.633	28.1284	13.6246	38.694	40.402	26.2876	13.0939	n.s	n.s	n.s	n.s
ENSMUSG00000001983	TACO1	13.542	13.28	14.2729	9.31894	11.81	12.828	13.0751	8.76367	n.s	n.s	n.s	n.s
ENSMUSG00000001985	GRIK3	0.003	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001986	GRIA3	18.115	28.446	22.75	37.8241	10.325	23.187	16.8528	29.6013	n.s	n.s	n.s	n.s
ENSMUSG00000001988	NPAS1	0.002	0	0	0	0.005	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000001995	SIPA1L2	0.067	0.277	0.459658	0.607388	0	0.562	0.780575	1.40159	n.s	n.s	n.s	n.s
ENSMUSG00000001998	AP4E1	2.391	2.775	2.5742	4.75624	2.229	2.569	2.89688	5.51741	n.s	n.s	n.s	n.s
ENSMUSG00000001999	BLVRA	10.697	14.323	13.0209	8.47021	12.726	18.783	13.8223	9.33949	n.s	n.s	n.s	n.s
ENSMUSG00000002006	PDZD4	0.08	0.029	0.356149	0.217158	0.052	0.008	0.150355	0.185242	n.s	n.s	n.s	n.s
ENSMUSG00000002007	SRPK3	0.02	0.093	0.0146996	0.00423214	0.008	0.01	0.010928	0.0157049	n.s	n.s	n.s	n.s
ENSMUSG00000002010	IDH3G	93.454	83.62	88.9198	63.8763	77.89	81.88	79.4281	59.9609	n.s	n.s	n.s	n.s
ENSMUSG00000002012	PNCK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000002014	SSR4	104.415	246.697	58.49	40.4347	75.611	202.419	52.6085	34.3749	n.s	n.s	n.s	n.s
ENSMUSG00000002015	BCAP31	141.022	191.791	157.766	100.183	127.869	185.616	144.696	95.2153	n.s	n.s	n.s	n.s
ENSMUSG00000002017	FAM98A	29.979	27.935	33.4941	26.1436	42.233	27.479	31.863	25.6573	n.s	n.s	n.s	n.s
ENSMUSG00000002020	LTBP2	0.27	0.212	0.0067506	0.0254576	0.322	0.216	0	0.0267122	n.s	n.s	n.s	n.s
ENSMUSG00000002028	MLL1	14.762	16.686	15.0679	23.9071	10.004	12.293	13.1535	21.6805	dn	dn	n.s	n.s
ENSMUSG00000002031	IFT46	8.106	7.333	4.6161	3.731	7.303	7.455	5.0636	4.29563	n.s	n.s	n.s	n.s
ENSMUSG00000002032	TMEM25	0.195	0.073	0.154578	0.121108	0.015	0.053	0.0812132	0.144838	n.s	n.s	n.s	n.s
ENSMUSG00000002033	CD3G	0	0	0	0	0.02	0	0.0284332	0	n.s	n.s	n.s	n.s
ENSMUSG00000002043	TRAPPC6A	44.057	37.757	19.8034	8.5878	34.006	40.587	20.4782	9.1867	n.s	n.s	n.s	n.s
ENSMUSG00000002052	SUPT6H	44.105	23.278	48.7779	30.5186	37.94	23.535	47.8796	33.7415	n.s	n.s	n.s	n.s
ENSMUSG00000002055	SPAG5	17.572	16.279	15.6978	14.0785	14.817	17.047	17.5224	16.0868	n.s	n.s	n.s	n.s
ENSMUSG00000002057	FOXN1	0.009	0.11	0.0512256	0.0134119	0.007	0.057	0.0277667	0	n.s	n.s	n.s	n.s
ENSMUSG00000002058	UNC119	51.023	64.722	34.7274	21.7842	38.266	70.987	36.6693	24.2406	n.s	n.s	n.s	n.s
ENSMUSG00000002059	RAB34	1.518	0.636	1.74762	1.20793	2.165	0.792	1.62021	1.35182	n.s	n.s	n.s	n.s
ENSMUSG00000002064	SDF2	52.823	90.35	32.2399	12.3584	46.044	77.007	30.4077	10.8193	n.s	n.s	n.s	n.s
ENSMUSG00000002068	CCNE1	6.53	8.462	16.3333	7.67151	9.83	10.324	14.9232	7.84212	n.s	n.s	n.s	n.s
ENSMUSG00000002076	HSF2BP	0	0.036	0.0036001	0.0144991	0	0.002	0.0204665	0.0441195	n.s	n.s	n.s	n.s
ENSMUSG00000002083	BBC3	30.765	22.142	15.5894	11.4474	27.264	18.368	12.7891	8.96049	n.s	n.s	n.s	n.s
ENSMUSG00000002100	MYBPC3	0.068	0.081	0.083709	0.0729649	0.072	0.106	0.20828	0.327192	n.s	n.s	n.s	n.s
ENSMUSG00000002102	PSMC3	71.688	61.259	77.5717	53.5132	70.8	78.448	87.5349	56.9089	n.s	n.s	n.s	n.s
ENSMUSG00000002103	ACP2	7.92	9.219	9.53855	8.32334	8.527	8.828	11.7963	10.9701	n.s	n.s	n.s	n.s
ENSMUSG00000002104	RAPSN	26.836	33.045	6.92493	2.86304	19.338	34.498	5.21522	2.69128	n.s	n.s	n.s	n.s
ENSMUSG00000002105	SLC39A13	5.385	6.851	4.81225	3.50041	4.692	6.181	5.34131	4.40715	n.s	n.s	n.s	n.s
ENSMUSG00000002107	CELF2	31.805	29.731	46.8064	52.299	32.776	27.095	39.9173	45.8162	n.s	n.s	n.s	n.s
ENSMUSG00000002108	NR1H3	0.258	0.153	0.286885	0.126604	0.186	0.151	0.816696	0.69249	n.s	n.s	n.s	up
ENSMUSG00000002109	DDB2	3.271	7.447	1.37586	1.63527	4.467	6.268	1.85306	1.77575	n.s	n.s	n.s	n.s
ENSMUSG00000002111	SFPI1	105.155	81.556	131.802	56.9033	82.953	109.878	160.113	71.7225	n.s	n.s	n.s	up
ENSMUSG00000002129	SF3A1	41.09	23.555	53.4737	31.1624	36.853	27.119	48.1247	30.4108	n.s	n.s	n.s	n.s
ENSMUSG00000002147	STAT6	32.354	35.613	37.5815	37.6146	33.511	38.826	46.6417	44.9983	n.s	n.s	n.s	n.s
ENSMUSG00000002190	CLGN	0	0	0	0	0.003	0	0.0226759	0	n.s	n.s	n.s	n.s
ENSMUSG00000002204	NAPSA	167.839	118.043	183.583	103.173	144.34	145.54	163.674	85.9909	n.s	n.s	n.s	n.s
ENSMUSG00000002205	VRK3	22.127	18.412	19.02	15.0849	19.703	20.205	19.897	15.3615	n.s	n.s	n.s	n.s
ENSMUSG00000002210	SMG9	22.383	17.576	15.6572	10.7349	14.868	17.214	15.333	10.8294	n.s	n.s	n.s	n.s
ENSMUSG00000002221	PAXIP1	25.415	24.491	24.7761	21.5369	25.901	22.585	24.0377	19.6572	n.s	n.s	n.s	n.s
ENSMUSG00000002222	RMND5A	33.122	23.101	28.05	39.0089	35.966	22.82	24.4082	32.8675	n.s	n.s	n.s	n.s
ENSMUSG00000002227	MOV10	7.929	7.003	10.2306	8.14497	4.556	5.42	7.50422	6.72109	n.s	n.s	n.s	n.s
ENSMUSG00000002228	PPM1J	0.008	0.021	0.792846	0.744731	0.006	0.018	0.622141	0.433583	n.s	n.s	n.s	n.s
ENSMUSG00000002233	RHOC	0.149	0.191	1.58373	1.03961	0.4	0.293	2.76794	1.29994	n.s	n.s	n.s	n.s
ENSMUSG00000002240	4930432K09RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000002249	TEAD3	0	0	0.0161049	0.0262674	0	0.003	0.00691758	0.0078206	n.s	n.s	n.s	n.s
ENSMUSG00000002250	PPARD	7.54	8.903	13.0501	6.47485	12.289	10.183	17.7577	9.22977	n.s	n.s	up	n.s
ENSMUSG00000002257	DEF6	87.273	63.964	87.3487	43.0063	101.048	73.896	103.314	50.7655	n.s	n.s	n.s	n.s
ENSMUSG00000002265	PEG3	0.002	0.005	0.000401949	0	0	0.005	0.000624587	0	n.s	n.s	n.s	n.s
ENSMUSG00000002266	ZIM1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000002274	METRN	38.099	22.599	26.2612	21.5107	47.066	30.209	25.5901	22.8772	n.s	n.s	n.s	n.s
ENSMUSG00000002279	LMF1	4.59	4.302	2.31451	2.98314	5.605	4.188	2.15373	2.57886	n.s	n.s	n.s	n.s
ENSMUSG00000002280	NARFL	12.358	14.629	10.2288	7.84634	14.047	15.316	11.6926	9.05098	n.s	n.s	n.s	n.s
ENSMUSG00000002289	ANGPTL4	10.33	10.624	7.87242	6.272	7.91	11.319	6.23487	5.32227	n.s	n.s	n.s	n.s
ENSMUSG00000002297	DBF4	12.742	12.699	16.5615	16.6282	12.675	12.646	16.1725	16.0069	n.s	n.s	n.s	n.s
ENSMUSG00000002307	DAXX	21.977	17.689	21.263	14.4731	27.159	18.181	21.6614	15.127	n.s	n.s	n.s	n.s
ENSMUSG00000002308	CD320	19.036	22.073	13.2991	9.12929	18.486	22.291	12.169	8.21922	n.s	n.s	n.s	n.s
ENSMUSG00000002319	IPO4	14.921	14.85	17.8229	17.3674	13.72	14.841	18.9846	18.9325	n.s	n.s	n.s	n.s
ENSMUSG00000002320	TM9SF1	18.669	19.033	20.0989	20.0875	18.469	19.918	19.161	18.8481	n.s	n.s	n.s	n.s
ENSMUSG00000002324	REC8	0.091	0.099	3.20943	2.45741	0.192	0.038	2.50776	1.90525	n.s	n.s	n.s	n.s
ENSMUSG00000002325	IRF9	5.641	7.121	5.93778	6.0297	4.294	7.587	5.68353	5.4859	n.s	n.s	n.s	n.s
ENSMUSG00000002326	GMPR2	27.426	38.54	27.2363	21.2252	24.374	40.593	28.6604	21.9037	n.s	n.s	n.s	n.s
ENSMUSG00000002329	MDP1	17.53	23.224	8.72132	4.33779	12.932	19.613	7.97659	3.90853	n.s	n.s	n.s	n.s
ENSMUSG00000002332	DHRS1	18.272	22.362	14.14	14.0618	31.55	27.799	18.7956	15.6899	n.s	n.s	up	n.s
ENSMUSG00000002341	NCAN	0	0	0	0	0	0.004	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000002342	TMEM161A	16.26	15.642	12.1015	9.8962	16.962	14.971	13.6881	12.1716	n.s	n.s	n.s	n.s
ENSMUSG00000002343	ARMC6	9.847	9.521	8.95097	8.19083	7.886	9.686	8.24904	6.9594	n.s	n.s	n.s	n.s
ENSMUSG00000002345	2310045N01RIK	12.716	16.311	11.7103	5.09458	14.434	17.233	12.2599	4.83551	n.s	n.s	n.s	n.s
ENSMUSG00000002346	SLC25A42	1.549	2.059	1.40554	1.31791	1.414	1.992	1.42315	1.24877	n.s	n.s	n.s	n.s
ENSMUSG00000002365	SNX9	3.486	3.404	12.9672	11.8327	0.227	4.865	16.1484	15.6522	dn	n.s	n.s	n.s
ENSMUSG00000002372	RANBP3	54.822	41.607	53.8439	35.8833	60.636	40.799	53.0873	36.1319	n.s	n.s	n.s	n.s
ENSMUSG00000002379	NDUFA11	15.946	33.46	16.2817	6.14995	19.37	31.945	15.8942	6.53991	n.s	n.s	n.s	n.s
ENSMUSG00000002384	BMP8B	0	0.009	0	0.00325887	0	0	0	0.00300498	n.s	n.s	n.s	n.s
ENSMUSG00000002393	NR2F6	11.592	12.133	10.9788	8.05222	10.684	11.268	9.53256	6.931	n.s	n.s	n.s	n.s
